,SD01,SD02_01,SD03_01,SD04,SD05_01,SD06,SD07,HI01,HI02,HI03,HI04,HI05,HI06,VR01,VR02,VR03,VR03_01,VR03_02,VR03_03,VR03_04,VR03_05,VR04_01,VR04_02,VR04_03,VR04_04,VR04_05,VR04_06,VR05_01,VR05_02,VR05_03,VR06,HM01,HM02_01,HM03,HM04_01,HM05,HM06,HM07_01,HM07_02,HM07_03,HM07_04,HM07_05,HM07_06,RG01,RG02,IS01_01,IS01_02,IS01_03,IS01_04,IS01_05,IS01_06,IS01_07,IS01_08,IS01_09,IS01_10,IS02_01,IS03_01,IO01,IO02,IO03,IO04,IO05,IO06,RW01_01,RW02_01,RW03_01,RW03_02,RW03_03,RW04_01,RW04_02,RW04_03,RW05_01,RW05_02,RW05_03,H101,H102_01,H102_02,H102_03,H102_04,H102_05,H102_06,H102_07,H103,H104_01,H104_02,H104_03,H105_01,H106_01,H201_01,H201_02,H202_01,H202_02,H202_03,CL01_01,CL01_02,CL01_03,CL01_04,CL01_05,CL01_06,CA01_01,CA01_02,CA01_03,CA01_04,CA01_05,CA01_06,CS01_01,CS01_02,CS01_03,CS01_04,CS01_05,CS01_06,US01_01,US01_02,US01_03,US01_04,unsicherheit_score,coping_score,risikowahrnehmung_score,handlungsbereitschaft_score,informationsverstaendnissubjektiv_score,quiz_score,M101_01,M101_02,M101_03,M101_04,M101_05,M101_06,M101_07,M101_08,M101_09,M101_10,M101_11,M101_12,M101_13,M101_14,M101_15,M101_16,M201_01,M201_02,M201_03,M201_04,M201_05,M201_06,M201_07,M201_08,M201_09,M201_10,M201_11,M201_12,M201_13,M201_14,M201_15,M201_16,M401_01,M401_02,M401_03,M401_04,M401_05,M401_06,M401_07,M401_08,M401_09,M401_10,M401_11,M401_12,M401_13,M401_14,M401_15,M401_16,M301_01,M301_02,M301_03,M301_04,M301_05,M301_06,M301_07,M301_08,M301_09,M301_10,M301_11,M301_12,M301_13,M301_14,M301_15,M301_16,Zielgruppe
159,Weiblich,1960,83043,Schulabschluß,3,Nein,Nein,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Ja,in einem  Ein- oder Zweifamilienhaus,länger als 10 Jahre,länger als 10 Jahre,Erdgeschoß,Ja,Edelgas,1,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,Keine Angabe,Keine Angabe,eher ja,eher ja,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Nein,Nein,,Nein,,Nein,Nein,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,,eher ja,Keine Angabe,Keine Angabe,eher ja,eher ja,ja,eher ja,eher ja,eher ja,mittelmäßig,,,Option B,Option B,Option A,Option A,Option B,Option B,eher ja,Keine Angabe,eher gering,eher gering,eher gering,3,4,3,eher hoch,eher hoch,eher gering,Nein,eher ja,nein,nein,Keine Angabe,eher ja,nein,Keine Angabe,Nein,ja,eher ja,ja,,,ja,eher nein,ja,ja,Keine Angabe,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme eher zu,stimme nicht zu,stimme eher zu,Keine Angabe,stimme eher zu,stimme eher nicht zu,stimme eher zu,Keine Angabe,stimme zu,stimme nicht zu,stimme eher nicht zu,stimme eher nicht zu,Keine Angabe,1.25,3.2222222222222223,2.0,2.8,3.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,clicked,not_clicked,not_clicked,not_clicked,clicked,not_clicked,not_clicked,not_clicked,clicked,not_clicked,not_clicked,not_clicked,clicked,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Eigentum*innen
160,Weiblich,1963,92660,Ausbildung,1,Nein,Nein,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Nein,in einem  Ein- oder Zweifamilienhaus,länger als 10 Jahre,länger als 10 Jahre,Erdgeschoß,Ja,Edelgas,1,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,Nicht ausgewählt,Nicht ausgewählt,ja,eher nein,ja,eher nein,eher ja,eher nein,eher hoch,hoch,hoch,Ja,Nein,,Nein,,Nein,Keine Angabe,hohe Wirksamkeit,keine Wirksamkeit,eher geringe Wirksamkeit,keine Wirksamkeit,keine Wirksamkeit,Keine Angabe,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,,ja,eher ja,mittelmäßig,eher ja,eher ja,ja,ja,eher ja,eher ja,eher ja,,,Option B,Option B,Option A,Option B,Option B,Option B,nein,eher hoch,eher gering,eher gering,eher gering,3,4,3,eher hoch,hoch,hoch,Nein,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Nein,Keine Angabe,Keine Angabe,Keine Angabe,,,eher ja,eher nein,eher ja,nein,nein,stimme nicht zu,stimme zu,stimme zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme eher zu,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,1.0,1.5555555555555556,2.0,2.0,4.2,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,clicked,not_clicked,not_clicked,not_clicked,not_clicked,Radon-Gebiet-Eigentum*innen
161,Weiblich,1990,95643,Ausbildung,3,Ja,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,0 bis 5 Jahres,0 bis 5 Jahres,Erdgeschoß,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,eher ja,eher ja,mittelmäßig,mittelmäßig,mittelmäßig,mittelmäßig,mittelmäßig,eher nein,mittelmäßig,eher nein,Bildliche darstellung,Viel Text,Option A,Option B,Option A,ich weiss es nicht,ich weiss es nicht,Option A,eher ja,eher hoch,eher hoch,eher gering,eher hoch,4,4,4,hoch,hoch,hoch,Nein,Keine Angabe,ja,Keine Angabe,Keine Angabe,eher ja,eher nein,eher ja,Ja,,,,,,ja,ja,ja,ja,ja,stimme eher nicht zu,stimme zu,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,stimme zu,stimme eher zu,stimme zu,Keine Angabe,Keine Angabe,stimme eher nicht zu,stimme eher zu,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,stimme zu,stimme zu,stimme zu,stimme zu,4.0,1.2777777777777777,2.6666666666666665,4.0,3.0,0.3333333333333333,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radon-Gebiet-Mieter*innen
162,Männlich,1963,01796,Hochschulabschluß,2,Nein,Nein,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Nein,in einem  Ein- oder Zweifamilienhaus,6 bis 10 Jahre,länger als 10 Jahre,Erdgeschoß,Ja,Edelgas,1,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,Nicht ausgewählt,Nicht ausgewählt,ja,eher ja,ja,eher nein,eher nein,eher nein,eher hoch,eher gering,eher gering,Ja,Nein,,Nein,,Nein,Nein,hohe Wirksamkeit,eher geringe Wirksamkeit,keine Wirksamkeit,keine Wirksamkeit,keine Wirksamkeit,eher geringe Wirksamkeit,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,,ja,ja,ja,ja,eher ja,eher ja,ja,ja,ja,mittelmäßig,,"Es wird stets gesagt, dass eine Messung gegen Radon hilft. Das ist so nicht richtig!
Die Seite ist sehr lang und enthält viele Wiederholungen",Option B,Option B,Option A,Option A,Option B,Option B,eher ja,eher hoch,eher gering,eher gering,gering,4,4,3,hoch,eher hoch,eher gering,Keine Angabe,,,,,,,,Keine Angabe,,,,,,ja,eher nein,ja,eher ja,eher nein,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme zu,stimme zu,stimme eher nicht zu,stimme nicht zu,stimme eher zu,2.5,2.9444444444444446,1.6666666666666667,3.0,4.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Eigentum*innen
163,Männlich,1951,01737,Ausbildung,2,Nein,Nein,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Nein,in einem  Ein- oder Zweifamilienhaus,länger als 10 Jahre,6 bis 10 Jahre,Erdgeschoß,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,,ja,ja,ja,ja,ja,eher ja,ja,ja,ja,ja,,,Option B,Option B,Option A,Option A,Option B,Option B,eher ja,eher gering,eher gering,eher gering,gering,4,3,3,eher hoch,eher hoch,Keine Angabe,Ja,,,,,,,,Ja,,,,,,ja,eher ja,ja,ja,Keine Angabe,Keine Angabe,stimme zu,stimme eher zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,Keine Angabe,stimme eher nicht zu,stimme eher zu,Keine Angabe,stimme eher zu,stimme eher zu,stimme eher nicht zu,Keine Angabe,Keine Angabe,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme zu,3.0,2.111111111111111,1.6666666666666667,3.0,4.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Eigentum*innen
164,Männlich,1984,09518,Hochschulabschluß,4,Ja,Ja,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Nein,in einem  Ein- oder Zweifamilienhaus,länger als 10 Jahre,länger als 10 Jahre,1. Etage,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,,eher ja,ja,eher ja,eher ja,eher ja,eher ja,eher ja,mittelmäßig,ja,ja,wichtige sachen,alles ok,Option B,Option B,Option A,Option A,Option B,Option B,eher ja,eher hoch,eher gering,eher hoch,eher gering,3,4,3,eher gering,eher hoch,eher gering,Ja,,,,,,,,Ja,,,,,,eher ja,ja,eher ja,ja,ja,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme eher zu,stimme zu,stimme eher zu,stimme zu,stimme nicht zu,stimme eher zu,stimme nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher nicht zu,2.0,3.2777777777777777,2.3333333333333335,3.6,4.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Radon-Gebiet-Eigentum*innen
165,Weiblich,1962,95493,Ausbildung,2,Nein,Nein,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Nein,in einem  Ein- oder Zweifamilienhaus,0 bis 5 Jahres,länger als 10 Jahre,1. Etage,Ja,Edelgas,1,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,eher ja,nein,ja,nein,ja,nein,eher gering,eher hoch,eher gering,Ja,Nein,,Nein,,Nein,Nein,hohe Wirksamkeit,eher geringe Wirksamkeit,hohe Wirksamkeit,eher geringe Wirksamkeit,keine Wirksamkeit,eher hohe Wirksamkeit,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,,eher nein,eher nein,nein,nein,nein,nein,nein,nein,nein,nein,nichts,"zu unübersichtlich, zu langatmig",Option A,Option B,Option B,Option B,Option B,Option A,nein,eher gering,eher gering,eher gering,eher gering,4,4,4,eher hoch,eher gering,eher gering,Nein,nein,nein,nein,ja,nein,nein,nein,Nein,ja,ja,nein,,,ja,ja,ja,ja,ja,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme eher zu,stimme nicht zu,stimme eher zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,1.0,3.6666666666666665,2.0,4.0,1.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Eigentum*innen
166,Weiblich,1970,04720,Ausbildung,2,Nein,Ja,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Nein,in einem  Ein- oder Zweifamilienhaus,länger als 10 Jahre,länger als 10 Jahre,Souterrain,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,,ja,ja,ja,ja,ja,ja,ja,ja,ja,eher ja,ist sehr übersichtlich gestaltet,nichts,Option B,Option B,Option A,Option A,Option B,Option B,nein,gering,gering,gering,gering,4,4,4,gering,gering,gering,Nein,eher ja,Keine Angabe,ja,ja,ja,Keine Angabe,Keine Angabe,Nein,ja,ja,ja,,,ja,ja,ja,ja,eher nein,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme zu,stimme eher nicht zu,stimme zu,stimme zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher zu,stimme nicht zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,2.25,3.1666666666666665,1.0,3.6,4.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Eigentum*innen
167,Männlich,1975,82008,Ausbildung,1,Nein,Nein,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Nein,in einem  Ein- oder Zweifamilienhaus,0 bis 5 Jahres,länger als 10 Jahre,2. Etage oder höher,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,,mittelmäßig,eher ja,eher ja,eher nein,eher ja,eher nein,mittelmäßig,eher nein,mittelmäßig,nein,Nix,"Vieles, bietet keine Lösungen",Option B,Option A,Option A,ich weiss es nicht,Option A,Option B,nein,eher gering,Keine Angabe,Keine Angabe,Keine Angabe,3,4,1,gering,gering,gering,Nein,ja,nein,ja,eher ja,ja,eher nein,ja,Nein,nein,ja,ja,,,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,stimme zu,stimme nicht zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme zu,stimme eher nicht zu,stimme eher nicht zu,stimme zu,stimme eher zu,stimme zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme eher zu,stimme nicht zu,stimme zu,stimme zu,stimme zu,stimme zu,4.0,2.2777777777777777,0.0,0.0,2.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Eigentum*innen
168,Männlich,1951,95463,Ausbildung,2,Nein,Nein,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Nein,in einem  Ein- oder Zweifamilienhaus,länger als 10 Jahre,länger als 10 Jahre,Erdgeschoß,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,,ja,ja,eher ja,ja,ja,mittelmäßig,ja,ja,ja,ja,Erklärung zu Radon,Nichts ,Option B,Option B,Option A,Option A,Option B,Option B,eher ja,eher gering,eher gering,eher gering,eher gering,3,4,3,eher gering,eher gering,eher gering,Ja,,,,,,,,Ja,,,,,,ja,ja,ja,ja,eher ja,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,2.75,2.9444444444444446,2.0,3.8,4.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Eigentum*innen
169,Weiblich,1980,01237,Hochschulabschluß,5,Ja,Ja,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Nein,in einem  Ein- oder Zweifamilienhaus,6 bis 10 Jahre,länger als 10 Jahre,Souterrain,Ja,Edelgas,2,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,Nicht ausgewählt,ausgewählt,ja,eher nein,ja,eher nein,eher nein,eher nein,hoch,hoch,hoch,Ja,Nein,,Ja,Messung,Ja,Ja,eher hohe Wirksamkeit,eher hohe Wirksamkeit,eher hohe Wirksamkeit,eher hohe Wirksamkeit,eher hohe Wirksamkeit,eher hohe Wirksamkeit,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,,eher ja,eher ja,eher ja,eher ja,ja,eher nein,eher ja,eher ja,mittelmäßig,eher ja,Es ist ein guter Überblick über die Sachlage,ausladendes Design,ich weiss es nicht,Option B,Option A,Option A,ich weiss es nicht,Option A,eher nein,eher gering,eher gering,eher gering,eher gering,3,2,2,eher gering,eher gering,eher gering,Nein,nein,nein,nein,nein,ja,nein,nein,Nein,nein,eher ja,eher ja,,,ja,ja,ja,ja,ja,stimme nicht zu,stimme zu,stimme zu,stimme zu,stimme nicht zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme eher nicht zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,3.25,2.9444444444444446,2.0,4.0,3.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Radon-Gebiet-Eigentum*innen
170,Männlich,1969,09599,Ausbildung,5,Nein,Nein,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Nein,in einem  Ein- oder Zweifamilienhaus,länger als 10 Jahre,länger als 10 Jahre,1. Etage,Ja,Keine Angabe,1,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,ja,nein,nein,ja,ja,nein,eher gering,eher gering,eher gering,Ja,Nein,,Nein,,Nein,Nein,keine Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,keine Wirksamkeit,keine Wirksamkeit,hohe Wirksamkeit,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,,ja,ja,ja,ja,ja,eher ja,ja,ja,ja,eher ja,,,Option B,Option B,Option A,Option A,Option B,Option A,eher ja,eher gering,eher gering,eher gering,gering,3,3,3,eher hoch,eher hoch,eher hoch,Nein,eher nein,nein,eher nein,eher ja,eher ja,eher nein,eher ja,Nein,eher ja,eher ja,eher ja,,,eher ja,eher ja,ja,eher ja,eher nein,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,2.0,2.611111111111111,1.6666666666666667,3.0,4.8,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Eigentum*innen
171,Männlich,1961,82031,Sonstiges,3,Nein,Nein,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Ja,in einem  Ein- oder Zweifamilienhaus,länger als 10 Jahre,0 bis 5 Jahres,Erdgeschoß,Ja,Edelgas,2,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,Nicht ausgewählt,ausgewählt,ja,eher nein,ja,ja,ja,eher nein,eher hoch,eher hoch,eher gering,Ja,Nein,,Nein,,Nein,Nein,eher hohe Wirksamkeit,eher geringe Wirksamkeit,eher hohe Wirksamkeit,keine Wirksamkeit,keine Wirksamkeit,eher geringe Wirksamkeit,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,,eher ja,eher ja,mittelmäßig,eher ja,eher ja,eher ja,mittelmäßig,eher ja,eher ja,mittelmäßig,übersichtlich,zuviele informationen die gelesen werden müssen,Option B,Option A,Option A,Option B,Option B,Option B,eher nein,eher hoch,eher gering,eher gering,eher gering,3,4,3,eher hoch,eher hoch,eher hoch,Nein,eher ja,eher nein,Keine Angabe,eher ja,eher ja,eher ja,eher nein,Ja,,,,,,ja,eher nein,ja,eher ja,eher nein,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme zu,stimme nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme nicht zu,stimme eher zu,stimme zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme nicht zu,stimme eher zu,stimme eher zu,2.5,2.6666666666666665,2.0,3.0,3.7,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Radon-Gebiet-Eigentum*innen
172,Männlich,1964,82287,Schulabschluß,2,Nein,Nein,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Nein,in einem  Ein- oder Zweifamilienhaus,6 bis 10 Jahre,länger als 10 Jahre,Erdgeschoß,Ja,Edelgas,2,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,Nicht ausgewählt,ausgewählt,nein,nein,ja,eher ja,eher ja,nein,eher gering,eher gering,eher gering,Ja,Nein,,Nein,,Nein,Nein,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher hohe Wirksamkeit,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,,ja,ja,ja,ja,ja,ja,eher ja,eher ja,ja,ja,gut,nichts,Option B,Option B,Option A,Option A,Option B,Option B,eher ja,eher gering,eher gering,eher gering,gering,1,3,3,eher gering,eher gering,gering,Nein,ja,nein,nein,eher ja,ja,nein,nein,Keine Angabe,,,,,,eher ja,nein,ja,eher ja,eher ja,stimme eher zu,stimme zu,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme nicht zu,stimme eher zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme nicht zu,stimme eher nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,1.0,3.111111111111111,1.6666666666666667,2.8,4.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_clicked,clicked,clicked,clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Eigentum*innen
